id,painting_id,star_count,user_id,create_time
71,11,2,9,2025-09-21 03:26:26
72,13,3,9,2025-09-21 03:27:26
73,23,1,9,2025-09-21 03:28:26
74,34,2,9,2025-09-21 03:29:26
75,57,3,9,2025-09-21 03:30:26
76,67,2,9,2025-09-21 03:31:26
77,125,5,9,2025-09-21 03:32:26
78,138,3,9,2025-09-21 03:33:26
79,150,3,9,2025-09-21 03:34:26
80,151,2,9,2025-09-21 03:35:26
81,28,2,10,2025-09-21 03:36:26
82,35,1,10,2025-09-21 03:37:26
83,39,5,10,2025-09-21 03:38:26
84,43,4,10,2025-09-21 03:39:26
85,90,4,10,2025-09-21 03:40:26
86,110,3,10,2025-09-21 03:41:26
87,117,5,10,2025-09-21 03:42:26
88,142,1,10,2025-09-21 03:43:26
89,162,1,10,2025-09-21 03:44:26
90,163,2,10,2025-09-21 03:45:26
91,8,2,11,2025-09-21 03:46:26
92,9,1,11,2025-09-21 03:47:26
93,11,2,11,2025-09-21 03:48:26
94,35,1,11,2025-09-21 03:49:26
95,42,1,11,2025-09-21 03:50:26
96,49,2,11,2025-09-21 03:51:26
97,111,3,11,2025-09-21 03:52:26
98,120,2,11,2025-09-21 03:53:26
99,126,3,11,2025-09-21 03:54:26
100,136,2,11,2025-09-21 03:55:26
101,153,2,11,2025-09-21 03:56:26
102,6,1,12,2025-09-21 03:57:26
103,51,5,12,2025-09-21 03:58:26
104,65,4,12,2025-09-21 03:59:26
105,79,1,12,2025-09-21 04:00:26
106,99,2,12,2025-09-21 04:01:26
107,122,3,12,2025-09-21 04:02:26
108,128,3,12,2025-09-21 04:03:26
109,131,5,12,2025-09-21 04:04:26
110,138,4,12,2025-09-21 04:05:26
111,143,2,12,2025-09-21 04:06:26
112,150,4,12,2025-09-21 04:07:26
113,159,4,12,2025-09-21 04:08:26
114,6,3,13,2025-09-21 04:09:26
115,42,2,13,2025-09-21 04:10:26
116,58,1,13,2025-09-21 04:11:26
117,62,1,13,2025-09-21 04:12:26
118,100,2,13,2025-09-21 04:13:26
119,108,5,13,2025-09-21 04:14:26
120,123,5,13,2025-09-21 04:15:26
121,127,3,13,2025-09-21 04:16:26
122,130,2,13,2025-09-21 04:17:26
123,144,4,13,2025-09-21 04:18:26
124,57,1,14,2025-09-21 04:19:26
125,68,5,14,2025-09-21 04:20:26
126,99,2,14,2025-09-21 04:21:26
127,106,4,14,2025-09-21 04:22:26
128,108,5,14,2025-09-21 04:23:26
129,123,2,14,2025-09-21 04:24:26
130,131,5,14,2025-09-21 04:25:26
131,153,2,14,2025-09-21 04:26:26
132,162,2,14,2025-09-21 04:27:26
133,5,3,15,2025-09-21 04:28:26
134,8,2,15,2025-09-21 04:29:26
135,24,3,15,2025-09-21 04:30:26
136,51,4,15,2025-09-21 04:31:26
137,64,4,15,2025-09-21 04:32:26
138,65,2,15,2025-09-21 04:33:26
139,66,4,15,2025-09-21 04:34:26
140,67,2,15,2025-09-21 04:35:26
141,77,5,15,2025-09-21 04:36:26
142,81,4,15,2025-09-21 04:37:26
143,94,5,15,2025-09-21 04:38:26
144,123,4,15,2025-09-21 04:39:26
145,9,2,16,2025-09-21 04:40:26
146,17,1,16,2025-09-21 04:41:26
147,46,2,16,2025-09-21 04:42:26
148,60,2,16,2025-09-21 04:43:26
149,75,4,16,2025-09-21 04:44:26
150,108,3,16,2025-09-21 04:45:26
151,109,5,16,2025-09-21 04:46:26
152,141,1,16,2025-09-21 04:47:26
153,143,5,16,2025-09-21 04:48:26
154,146,5,16,2025-09-21 04:49:26
155,149,5,16,2025-09-21 04:50:26
156,10,5,17,2025-09-21 04:51:26
157,21,5,17,2025-09-21 04:52:26
158,33,3,17,2025-09-21 04:53:26
159,62,2,17,2025-09-21 04:54:26
160,66,2,17,2025-09-21 04:55:26
161,75,4,17,2025-09-21 04:56:26
162,100,1,17,2025-09-21 04:57:26
163,129,1,17,2025-09-21 04:58:26
164,144,3,17,2025-09-21 04:59:26
165,150,4,17,2025-09-21 05:00:26
166,165,1,17,2025-09-21 05:01:26
167,6,1,18,2025-09-21 05:02:26
168,43,2,18,2025-09-21 05:03:26
169,54,2,18,2025-09-21 05:04:26
170,55,3,18,2025-09-21 05:05:26
171,64,1,18,2025-09-21 05:06:26
172,67,5,18,2025-09-21 05:07:26
173,69,5,18,2025-09-21 05:08:26
174,83,5,18,2025-09-21 05:09:26
175,109,1,18,2025-09-21 05:10:26
176,10,3,19,2025-09-21 05:11:26
177,11,3,19,2025-09-21 05:12:26
178,26,1,19,2025-09-21 05:13:26
179,31,3,19,2025-09-21 05:14:26
180,42,5,19,2025-09-21 05:15:26
181,68,5,19,2025-09-21 05:16:26
182,94,5,19,2025-09-21 05:17:26
183,137,3,19,2025-09-21 05:18:26
184,147,5,19,2025-09-21 05:19:26
185,151,2,19,2025-09-21 05:20:26
186,159,3,19,2025-09-21 05:21:26
187,161,4,19,2025-09-21 05:22:26
188,45,2,20,2025-09-21 05:23:26
189,63,2,20,2025-09-21 05:24:26
190,67,2,20,2025-09-21 05:25:26
191,73,3,20,2025-09-21 05:26:26
192,96,1,20,2025-09-21 05:27:26
193,97,1,20,2025-09-21 05:28:26
194,109,2,20,2025-09-21 05:29:26
195,134,4,20,2025-09-21 05:30:26
196,155,3,20,2025-09-21 05:31:26
197,157,2,20,2025-09-21 05:32:26
198,2,4,21,2025-09-21 05:33:26
199,16,5,21,2025-09-21 05:34:26
200,56,1,21,2025-09-21 05:35:26
201,57,3,21,2025-09-21 05:36:26
202,61,5,21,2025-09-21 05:37:26
203,80,3,21,2025-09-21 05:38:26
204,114,3,21,2025-09-21 05:39:26
205,116,3,21,2025-09-21 05:40:26
206,129,2,21,2025-09-21 05:41:26
207,8,5,22,2025-09-21 05:42:26
208,16,4,22,2025-09-21 05:43:26
209,25,3,22,2025-09-21 05:44:26
210,30,3,22,2025-09-21 05:45:26
211,35,3,22,2025-09-21 05:46:26
212,43,2,22,2025-09-21 05:47:26
213,71,5,22,2025-09-21 05:48:26
214,97,2,22,2025-09-21 05:49:26
215,139,5,22,2025-09-21 05:50:26
216,11,4,23,2025-09-21 05:51:26
217,23,1,23,2025-09-21 05:52:26
218,28,2,23,2025-09-21 05:53:26
219,41,3,23,2025-09-21 05:54:26
220,63,5,23,2025-09-21 05:55:26
221,67,5,23,2025-09-21 05:56:26
222,98,3,23,2025-09-21 05:57:26
223,102,3,23,2025-09-21 05:58:26
224,133,5,23,2025-09-21 05:59:26
225,150,1,23,2025-09-21 06:00:26
226,15,1,24,2025-09-21 06:01:26
227,45,4,24,2025-09-21 06:02:26
228,69,3,24,2025-09-21 06:03:26
229,76,3,24,2025-09-21 06:04:26
230,86,4,24,2025-09-21 06:05:26
231,123,3,24,2025-09-21 06:06:26
232,124,4,24,2025-09-21 06:07:26
233,126,4,24,2025-09-21 06:08:26
234,147,5,24,2025-09-21 06:09:26
235,148,5,24,2025-09-21 06:10:26
236,156,5,24,2025-09-21 06:11:26
237,163,1,24,2025-09-21 06:12:26
238,4,1,25,2025-09-21 06:13:26
239,22,4,25,2025-09-21 06:14:26
240,23,1,25,2025-09-21 06:15:26
241,24,4,25,2025-09-21 06:16:26
242,39,5,25,2025-09-21 06:17:26
243,75,5,25,2025-09-21 06:18:26
244,89,4,25,2025-09-21 06:19:26
245,99,1,25,2025-09-21 06:20:26
246,124,5,25,2025-09-21 06:21:26
247,131,1,25,2025-09-21 06:22:26
248,132,1,25,2025-09-21 06:23:26
249,156,5,25,2025-09-21 06:24:26
250,19,3,26,2025-09-21 06:25:26
251,24,2,26,2025-09-21 06:26:26
252,58,2,26,2025-09-21 06:27:26
253,59,2,26,2025-09-21 06:28:26
254,70,2,26,2025-09-21 06:29:26
255,75,5,26,2025-09-21 06:30:26
256,83,3,26,2025-09-21 06:31:26
257,84,1,26,2025-09-21 06:32:26
258,94,5,26,2025-09-21 06:33:26
259,152,3,26,2025-09-21 06:34:26
260,25,3,27,2025-09-21 06:35:26
261,35,4,27,2025-09-21 06:36:26
262,46,3,27,2025-09-21 06:37:26
263,54,5,27,2025-09-21 06:38:26
264,62,4,27,2025-09-21 06:39:26
265,99,1,27,2025-09-21 06:40:26
266,106,3,27,2025-09-21 06:41:26
267,108,3,27,2025-09-21 06:42:26
268,158,2,27,2025-09-21 06:43:26
269,16,3,28,2025-09-21 06:44:26
270,36,1,28,2025-09-21 06:45:26
271,54,2,28,2025-09-21 06:46:26
272,64,5,28,2025-09-21 06:47:26
273,68,4,28,2025-09-21 06:48:26
274,69,4,28,2025-09-21 06:49:26
275,90,1,28,2025-09-21 06:50:26
276,113,5,28,2025-09-21 06:51:26
277,132,4,28,2025-09-21 06:52:26
278,143,3,28,2025-09-21 06:53:26
279,4,1,29,2025-09-21 06:54:26
280,15,4,29,2025-09-21 06:55:26
281,36,3,29,2025-09-21 06:56:26
282,37,2,29,2025-09-21 06:57:26
283,64,4,29,2025-09-21 06:58:26
284,81,1,29,2025-09-21 06:59:26
285,89,1,29,2025-09-21 07:00:26
286,94,3,29,2025-09-21 07:01:26
287,112,3,29,2025-09-21 07:02:26
288,118,2,29,2025-09-21 07:03:26
289,149,3,29,2025-09-21 07:04:26
290,17,5,30,2025-09-21 07:05:26
291,44,5,30,2025-09-21 07:06:26
292,100,1,30,2025-09-21 07:07:26
293,105,3,30,2025-09-21 07:08:26
294,108,1,30,2025-09-21 07:09:26
295,109,4,30,2025-09-21 07:10:26
296,110,3,30,2025-09-21 07:11:26
297,113,2,30,2025-09-21 07:12:26
298,130,1,30,2025-09-21 07:13:26
299,147,4,30,2025-09-21 07:14:26
300,27,4,31,2025-09-21 07:15:26
301,35,3,31,2025-09-21 07:16:26
302,69,2,31,2025-09-21 07:17:26
303,76,5,31,2025-09-21 07:18:26
304,108,1,31,2025-09-21 07:19:26
305,125,4,31,2025-09-21 07:20:26
306,127,3,31,2025-09-21 07:21:26
307,139,5,31,2025-09-21 07:22:26
308,149,1,31,2025-09-21 07:23:26
309,164,4,31,2025-09-21 07:24:26
310,2,2,32,2025-09-21 07:25:26
311,14,4,32,2025-09-21 07:26:26
312,29,3,32,2025-09-21 07:27:26
313,44,2,32,2025-09-21 07:28:26
314,63,4,32,2025-09-21 07:29:26
315,69,1,32,2025-09-21 07:30:26
316,110,1,32,2025-09-21 07:31:26
317,113,1,32,2025-09-21 07:32:26
318,120,1,32,2025-09-21 07:33:26
319,127,3,32,2025-09-21 07:34:26
320,138,2,32,2025-09-21 07:35:26
321,20,5,33,2025-09-21 07:36:26
322,47,3,33,2025-09-21 07:37:26
323,81,5,33,2025-09-21 07:38:26
324,102,5,33,2025-09-21 07:39:26
325,105,5,33,2025-09-21 07:40:26
326,112,1,33,2025-09-21 07:41:26
327,150,1,33,2025-09-21 07:42:26
328,154,2,33,2025-09-21 07:43:26
329,161,2,33,2025-09-21 07:44:26
330,6,3,34,2025-09-21 07:45:26
331,28,5,34,2025-09-21 07:46:26
332,33,2,34,2025-09-21 07:47:26
333,35,4,34,2025-09-21 07:48:26
334,66,2,34,2025-09-21 07:49:26
335,72,3,34,2025-09-21 07:50:26
336,77,1,34,2025-09-21 07:51:26
337,94,3,34,2025-09-21 07:52:26
338,108,5,34,2025-09-21 07:53:26
339,150,2,34,2025-09-21 07:54:26
340,2,3,35,2025-09-21 07:55:26
341,23,2,35,2025-09-21 07:56:26
342,28,3,35,2025-09-21 07:57:26
343,45,3,35,2025-09-21 07:58:26
344,84,5,35,2025-09-21 07:59:26
345,86,3,35,2025-09-21 08:00:26
346,97,5,35,2025-09-21 08:01:26
347,137,1,35,2025-09-21 08:02:26
348,142,4,35,2025-09-21 08:03:26
349,158,2,35,2025-09-21 08:04:26
350,6,1,36,2025-09-21 08:05:26
351,40,4,36,2025-09-21 08:06:26
352,46,4,36,2025-09-21 08:07:26
353,53,3,36,2025-09-21 08:08:26
354,58,3,36,2025-09-21 08:09:26
355,65,3,36,2025-09-21 08:10:26
356,66,1,36,2025-09-21 08:11:26
357,67,3,36,2025-09-21 08:12:26
358,115,1,36,2025-09-21 08:13:26
359,143,4,36,2025-09-21 08:14:26
360,152,2,36,2025-09-21 08:15:26
361,162,5,36,2025-09-21 08:16:26
362,46,3,37,2025-09-21 08:17:26
363,54,1,37,2025-09-21 08:18:26
364,60,2,37,2025-09-21 08:19:26
365,84,2,37,2025-09-21 08:20:26
366,109,5,37,2025-09-21 08:21:26
367,115,3,37,2025-09-21 08:22:26
368,128,2,37,2025-09-21 08:23:26
369,140,5,37,2025-09-21 08:24:26
370,146,4,37,2025-09-21 08:25:26
371,149,5,37,2025-09-21 08:26:26
372,159,4,37,2025-09-21 08:27:26
373,160,3,37,2025-09-21 08:28:26
374,1,3,38,2025-09-21 08:29:26
375,5,5,38,2025-09-21 08:30:26
376,19,1,38,2025-09-21 08:31:26
377,27,3,38,2025-09-21 08:32:26
378,31,1,38,2025-09-21 08:33:26
379,55,3,38,2025-09-21 08:34:26
380,82,4,38,2025-09-21 08:35:26
381,119,5,38,2025-09-21 08:36:26
382,158,3,38,2025-09-21 08:37:26
383,161,2,38,2025-09-21 08:38:26
384,5,2,39,2025-09-21 08:39:26
385,8,4,39,2025-09-21 08:40:26
386,26,2,39,2025-09-21 08:41:26
387,29,2,39,2025-09-21 08:42:26
388,40,1,39,2025-09-21 08:43:26
389,75,4,39,2025-09-21 08:44:26
390,100,1,39,2025-09-21 08:45:26
391,122,1,39,2025-09-21 08:46:26
392,147,2,39,2025-09-21 08:47:26
393,157,1,39,2025-09-21 08:48:26
394,19,4,40,2025-09-21 08:49:26
395,23,1,40,2025-09-21 08:50:26
396,84,1,40,2025-09-21 08:51:26
397,111,3,40,2025-09-21 08:52:26
398,113,4,40,2025-09-21 08:53:26
399,127,5,40,2025-09-21 08:54:26
400,135,5,40,2025-09-21 08:55:26
401,148,4,40,2025-09-21 08:56:26
402,163,5,40,2025-09-21 08:57:26
403,6,5,41,2025-09-21 08:58:26
404,29,5,41,2025-09-21 08:59:26
405,45,4,41,2025-09-21 09:00:26
406,62,3,41,2025-09-21 09:01:26
407,72,5,41,2025-09-21 09:02:26
408,88,2,41,2025-09-21 09:03:26
409,133,1,41,2025-09-21 09:04:26
410,135,4,41,2025-09-21 09:05:26
411,151,3,41,2025-09-21 09:06:26
412,159,3,41,2025-09-21 09:07:26
413,160,4,41,2025-09-21 09:08:26
414,161,4,41,2025-09-21 09:09:26
415,10,5,42,2025-09-21 09:10:26
416,17,3,42,2025-09-21 09:11:26
417,29,4,42,2025-09-21 09:12:26
418,51,3,42,2025-09-21 09:13:26
419,73,3,42,2025-09-21 09:14:26
420,85,3,42,2025-09-21 09:15:26
421,119,5,42,2025-09-21 09:16:26
422,135,2,42,2025-09-21 09:17:26
423,148,5,42,2025-09-21 09:18:26
424,163,2,42,2025-09-21 09:19:26
425,7,1,43,2025-09-21 09:20:26
426,10,3,43,2025-09-21 09:21:26
427,15,4,43,2025-09-21 09:22:26
428,33,1,43,2025-09-21 09:23:26
429,57,3,43,2025-09-21 09:24:26
430,98,5,43,2025-09-21 09:25:26
431,106,1,43,2025-09-21 09:26:26
432,132,5,43,2025-09-21 09:27:26
433,151,4,43,2025-09-21 09:28:26
434,158,5,43,2025-09-21 09:29:26
435,163,4,43,2025-09-21 09:30:26
436,164,3,43,2025-09-21 09:31:26
437,38,5,44,2025-09-21 09:32:26
438,48,3,44,2025-09-21 09:33:26
439,50,1,44,2025-09-21 09:34:26
440,56,3,44,2025-09-21 09:35:26
441,63,3,44,2025-09-21 09:36:26
442,68,3,44,2025-09-21 09:37:26
443,71,1,44,2025-09-21 09:38:26
444,78,4,44,2025-09-21 09:39:26
445,159,2,44,2025-09-21 09:40:26
446,163,2,44,2025-09-21 09:41:26
447,18,4,45,2025-09-21 09:42:26
448,23,4,45,2025-09-21 09:43:26
449,26,2,45,2025-09-21 09:44:26
450,56,2,45,2025-09-21 09:45:26
451,63,1,45,2025-09-21 09:46:26
452,67,2,45,2025-09-21 09:47:26
453,68,3,45,2025-09-21 09:48:26
454,72,1,45,2025-09-21 09:49:26
455,142,5,45,2025-09-21 09:50:26
456,147,3,45,2025-09-21 09:51:26
457,25,1,46,2025-09-21 09:52:26
458,65,4,46,2025-09-21 09:53:26
459,71,2,46,2025-09-21 09:54:26
460,80,3,46,2025-09-21 09:55:26
461,81,4,46,2025-09-21 09:56:26
462,89,5,46,2025-09-21 09:57:26
463,93,4,46,2025-09-21 09:58:26
464,94,5,46,2025-09-21 09:59:26
465,99,5,46,2025-09-21 10:00:26
466,115,4,46,2025-09-21 10:01:26
467,122,2,46,2025-09-21 10:02:26
468,156,5,46,2025-09-21 10:03:26
469,2,1,47,2025-09-21 10:04:26
470,6,3,47,2025-09-21 10:05:26
471,13,5,47,2025-09-21 10:06:26
472,40,5,47,2025-09-21 10:07:26
473,44,3,47,2025-09-21 10:08:26
474,52,1,47,2025-09-21 10:09:26
475,86,2,47,2025-09-21 10:10:26
476,98,5,47,2025-09-21 10:11:26
477,101,1,47,2025-09-21 10:12:26
478,129,3,47,2025-09-21 10:13:26
479,132,2,47,2025-09-21 10:14:26
480,13,1,48,2025-09-21 10:15:26
481,28,3,48,2025-09-21 10:16:26
482,35,5,48,2025-09-21 10:17:26
483,40,2,48,2025-09-21 10:18:26
484,42,4,48,2025-09-21 10:19:26
485,44,4,48,2025-09-21 10:20:26
486,62,4,48,2025-09-21 10:21:26
487,96,4,48,2025-09-21 10:22:26
488,123,2,48,2025-09-21 10:23:26
489,127,3,48,2025-09-21 10:24:26
490,2,4,49,2025-09-21 10:25:26
491,23,4,49,2025-09-21 10:26:26
492,42,2,49,2025-09-21 10:27:26
493,53,1,49,2025-09-21 10:28:26
494,57,4,49,2025-09-21 10:29:26
495,58,3,49,2025-09-21 10:30:26
496,67,4,49,2025-09-21 10:31:26
497,77,3,49,2025-09-21 10:32:26
498,82,3,49,2025-09-21 10:33:26
499,31,3,50,2025-09-21 10:34:26
500,36,3,50,2025-09-21 10:35:26
501,47,3,50,2025-09-21 10:36:26
502,49,4,50,2025-09-21 10:37:26
503,54,2,50,2025-09-21 10:38:26
504,87,2,50,2025-09-21 10:39:26
505,88,4,50,2025-09-21 10:40:26
506,99,5,50,2025-09-21 10:41:26
507,105,2,50,2025-09-21 10:42:26
508,157,1,50,2025-09-21 10:43:26
509,20,3,51,2025-09-21 10:44:26
510,29,2,51,2025-09-21 10:45:26
511,56,4,51,2025-09-21 10:46:26
512,74,2,51,2025-09-21 10:47:26
513,78,1,51,2025-09-21 10:48:26
514,125,5,51,2025-09-21 10:49:26
515,128,3,51,2025-09-21 10:50:26
516,130,5,51,2025-09-21 10:51:26
517,133,2,51,2025-09-21 10:52:26
518,8,3,52,2025-09-21 10:53:26
519,11,5,52,2025-09-21 10:54:26
520,20,1,52,2025-09-21 10:55:26
521,21,2,52,2025-09-21 10:56:26
522,55,4,52,2025-09-21 10:57:26
523,62,2,52,2025-09-21 10:58:26
524,79,2,52,2025-09-21 10:59:26
525,100,2,52,2025-09-21 11:00:26
526,121,2,52,2025-09-21 11:01:26
527,9,4,53,2025-09-21 11:02:26
528,12,5,53,2025-09-21 11:03:26
529,32,3,53,2025-09-21 11:04:26
530,49,5,53,2025-09-21 11:05:26
531,59,3,53,2025-09-21 11:06:26
532,63,2,53,2025-09-21 11:07:26
533,74,2,53,2025-09-21 11:08:26
534,133,4,53,2025-09-21 11:09:26
535,134,3,53,2025-09-21 11:10:26
536,157,2,53,2025-09-21 11:11:26
537,28,1,54,2025-09-21 11:12:26
538,43,4,54,2025-09-21 11:13:26
539,59,1,54,2025-09-21 11:14:26
540,76,2,54,2025-09-21 11:15:26
541,85,5,54,2025-09-21 11:16:26
542,88,2,54,2025-09-21 11:17:26
543,95,4,54,2025-09-21 11:18:26
544,105,3,54,2025-09-21 11:19:26
545,115,5,54,2025-09-21 11:20:26
546,127,4,54,2025-09-21 11:21:26
547,143,2,54,2025-09-21 11:22:26
548,161,3,54,2025-09-21 11:23:26
549,5,5,55,2025-09-21 11:24:26
550,15,5,55,2025-09-21 11:25:26
551,58,5,55,2025-09-21 11:26:26
552,105,4,55,2025-09-21 11:27:26
553,112,4,55,2025-09-21 11:28:26
554,121,4,55,2025-09-21 11:29:26
555,127,1,55,2025-09-21 11:30:26
556,134,1,55,2025-09-21 11:31:26
557,138,3,55,2025-09-21 11:32:26
558,142,3,55,2025-09-21 11:33:26
559,154,1,55,2025-09-21 11:34:26
560,158,4,55,2025-09-21 11:35:26
561,18,4,56,2025-09-21 11:36:26
562,28,2,56,2025-09-21 11:37:26
563,34,2,56,2025-09-21 11:38:26
564,69,1,56,2025-09-21 11:39:26
565,80,3,56,2025-09-21 11:40:26
566,91,4,56,2025-09-21 11:41:26
567,93,5,56,2025-09-21 11:42:26
568,96,2,56,2025-09-21 11:43:26
569,107,3,56,2025-09-21 11:44:26
570,132,4,56,2025-09-21 11:45:26
571,144,5,56,2025-09-21 11:46:26
572,7,3,57,2025-09-21 11:47:26
573,9,3,57,2025-09-21 11:48:26
574,14,3,57,2025-09-21 11:49:26
575,26,2,57,2025-09-21 11:50:26
576,27,2,57,2025-09-21 11:51:26
577,29,1,57,2025-09-21 11:52:26
578,34,1,57,2025-09-21 11:53:26
579,52,5,57,2025-09-21 11:54:26
580,85,4,57,2025-09-21 11:55:26
581,91,5,57,2025-09-21 11:56:26
582,105,5,57,2025-09-21 11:57:26
583,14,3,58,2025-09-21 11:58:26
584,17,1,58,2025-09-21 11:59:26
585,24,2,58,2025-09-21 12:00:26
586,34,3,58,2025-09-21 12:01:26
587,63,3,58,2025-09-21 12:02:26
588,65,2,58,2025-09-21 12:03:26
589,67,1,58,2025-09-21 12:04:26
590,88,5,58,2025-09-21 12:05:26
591,102,5,58,2025-09-21 12:06:26
592,105,4,58,2025-09-21 12:07:26
593,136,2,58,2025-09-21 12:08:26
594,140,3,58,2025-09-21 12:09:26
595,13,2,59,2025-09-21 12:10:26
596,21,3,59,2025-09-21 12:11:26
597,23,1,59,2025-09-21 12:12:26
598,47,4,59,2025-09-21 12:13:26
599,77,1,59,2025-09-21 12:14:26
600,97,1,59,2025-09-21 12:15:26
601,131,1,59,2025-09-21 12:16:26
602,135,4,59,2025-09-21 12:17:26
603,150,3,59,2025-09-21 12:18:26
604,165,5,59,2025-09-21 12:19:26
605,18,4,60,2025-09-21 12:20:26
606,20,2,60,2025-09-21 12:21:26
607,29,3,60,2025-09-21 12:22:26
608,53,2,60,2025-09-21 12:23:26
609,62,3,60,2025-09-21 12:24:26
610,68,4,60,2025-09-21 12:25:26
611,103,4,60,2025-09-21 12:26:26
612,130,1,60,2025-09-21 12:27:26
613,142,3,60,2025-09-21 12:28:26
614,154,4,60,2025-09-21 12:29:26
615,21,4,61,2025-09-21 12:30:26
616,23,5,61,2025-09-21 12:31:26
617,35,3,61,2025-09-21 12:32:26
618,75,4,61,2025-09-21 12:33:26
619,89,5,61,2025-09-21 12:34:26
620,104,2,61,2025-09-21 12:35:26
621,144,3,61,2025-09-21 12:36:26
622,146,2,61,2025-09-21 12:37:26
623,148,3,61,2025-09-21 12:38:26
624,159,2,61,2025-09-21 12:39:26
625,6,4,62,2025-09-21 12:40:26
626,25,4,62,2025-09-21 12:41:26
627,26,4,62,2025-09-21 12:42:26
628,36,2,62,2025-09-21 12:43:26
629,83,5,62,2025-09-21 12:44:26
630,95,2,62,2025-09-21 12:45:26
631,100,5,62,2025-09-21 12:46:26
632,121,4,62,2025-09-21 12:47:26
633,129,2,62,2025-09-21 12:48:26
634,141,2,62,2025-09-21 12:49:26
635,144,5,62,2025-09-21 12:50:26
636,151,4,62,2025-09-21 12:51:26
637,71,3,63,2025-09-21 12:52:26
638,78,3,63,2025-09-21 12:53:26
639,95,2,63,2025-09-21 12:54:26
640,107,1,63,2025-09-21 12:55:26
641,109,4,63,2025-09-21 12:56:26
642,118,5,63,2025-09-21 12:57:26
643,128,2,63,2025-09-21 12:58:26
644,148,2,63,2025-09-21 12:59:26
645,150,5,63,2025-09-21 13:00:26
646,158,3,63,2025-09-21 13:01:26
647,161,1,63,2025-09-21 13:02:26
648,21,5,64,2025-09-21 13:03:26
649,22,3,64,2025-09-21 13:04:26
650,54,5,64,2025-09-21 13:05:26
651,59,3,64,2025-09-21 13:06:26
652,65,2,64,2025-09-21 13:07:26
653,66,3,64,2025-09-21 13:08:26
654,111,4,64,2025-09-21 13:09:26
655,135,4,64,2025-09-21 13:10:26
656,145,5,64,2025-09-21 13:11:26
657,165,4,64,2025-09-21 13:12:26
658,8,4,65,2025-09-21 13:13:26
659,27,4,65,2025-09-21 13:14:26
