user_id,painting_id,attitude
53,16,like
53,25,normal
54,30,normal
54,35,normal
54,43,hate
54,71,like
55,97,hate
55,139,like
55,11,like
55,23,hate
56,28,hate
56,41,normal
56,63,like
56,67,like
57,98,normal
57,102,normal
57,133,like
57,150,hate
58,15,hate
58,45,like
58,69,normal
58,76,normal
59,86,like
59,123,normal
59,124,like
59,126,like
60,147,like
60,148,like
60,156,like
60,163,hate
61,4,hate
61,22,like
61,23,hate
61,24,like
62,39,like
62,75,like
62,89,like
62,99,hate
63,124,like
63,131,hate
63,132,hate
63,156,like
64,19,normal
64,24,hate
64,58,hate
64,59,hate
65,70,hate
65,75,like
65,83,normal
65,84,hate
66,94,like
66,152,normal
66,25,normal
66,35,like
67,46,normal
67,54,like
67,62,like
67,99,hate
68,106,normal
68,108,normal
68,158,hate
68,16,normal
69,36,hate
69,54,hate
69,64,like
69,68,like
70,69,like
70,90,hate
70,113,like
70,132,like
71,143,normal
71,4,hate
71,15,like
71,36,normal
72,37,hate
72,64,like
72,81,hate
72,89,hate
73,94,normal
73,112,normal
73,118,hate
73,149,normal
74,17,like
74,44,like
74,100,hate
74,105,normal
75,108,hate
75,109,like
75,110,normal
75,113,hate
76,130,hate
76,147,like
76,27,like
76,35,normal
77,69,hate
77,76,like
77,108,hate
77,125,like
78,127,normal
78,139,like
78,149,hate
78,164,like
79,2,hate
79,14,like
79,29,normal
79,44,hate
80,63,like
80,69,hate
80,110,hate
80,113,hate
81,120,hate
81,127,normal
81,138,hate
81,20,like
82,47,normal
82,81,like
82,102,like
82,105,like
83,112,hate
83,150,hate
83,154,hate
83,161,hate
84,6,normal
84,28,like
84,33,hate
84,35,like
85,66,hate
85,72,normal
85,77,hate
85,94,normal
86,108,like
86,150,hate
86,2,normal
86,23,hate
87,28,normal
87,45,normal
87,84,like
87,86,normal
88,97,like
88,137,hate
88,142,like
88,158,hate
89,6,hate
89,40,like
89,46,like
89,53,normal
90,58,normal
90,65,normal
90,66,hate
90,67,normal
91,115,hate
91,143,like
91,152,hate
91,162,like
92,46,normal
92,54,hate
92,60,hate
92,84,hate
93,109,like
93,115,normal
93,128,hate
93,140,like
94,146,like
94,149,like
94,159,like
94,160,normal
95,1,normal
95,5,like
95,19,hate
95,27,normal
96,31,hate
96,55,normal
96,82,like
96,119,like
97,158,normal
97,161,hate
97,5,hate
97,8,like
98,26,hate
98,29,hate
98,40,hate
98,75,like
99,100,hate
99,122,hate
99,147,hate
99,157,hate
100,19,like
100,23,hate
100,84,hate
100,111,normal
101,113,like
101,127,like
101,135,like
101,148,like
102,163,like
102,6,like
102,29,like
102,45,like
103,62,normal
103,72,like
103,88,hate
103,133,hate
104,135,like
104,151,normal
104,159,normal
104,160,like
105,161,like
105,10,like
105,17,normal
105,29,like
106,51,normal
106,73,normal
106,85,normal
106,119,like
107,135,hate
107,148,like
107,163,hate
107,7,hate
108,10,normal
108,15,like
108,33,hate
108,57,normal
109,98,like
109,106,hate
109,132,like
109,151,like
110,158,like
110,163,like
110,164,normal
110,38,like
111,48,normal
111,50,hate
111,56,normal
111,63,normal
112,68,normal
112,71,hate
112,78,like
112,159,hate
113,163,hate
113,18,like
113,23,like
113,26,hate
114,56,hate
114,63,hate
114,67,hate
114,68,normal
115,72,hate
115,142,like
115,147,normal
115,25,hate
116,65,like
116,71,hate
116,80,normal
116,81,like
117,89,like
117,93,like
117,94,like
117,99,like
118,115,like
118,122,hate
118,156,like
118,2,hate
119,6,normal
119,13,like
119,40,like
119,44,normal
120,52,hate
120,86,hate
120,98,like
120,101,hate
121,129,normal
121,132,hate
121,13,hate
121,28,normal
122,35,like
122,40,hate
122,42,like
122,44,like
123,62,like
123,96,like
123,123,hate
123,127,normal
124,2,like
124,23,like
124,42,hate
124,53,hate
125,57,like
125,58,normal
125,67,like
125,77,normal
126,82,normal
126,31,normal
126,36,normal
126,47,normal
127,49,like
127,54,hate
127,87,hate
127,88,like
128,99,like
128,105,hate
128,157,hate
128,20,normal
129,29,hate
129,56,like
129,74,hate
129,78,hate
130,125,like
130,128,normal
130,130,like
130,133,hate
131,8,normal
131,11,like
131,20,hate
131,21,hate
132,55,like
132,62,hate
132,79,hate
132,100,hate
133,121,hate
133,9,like
133,12,like
133,32,normal
134,49,like
134,59,normal
134,63,hate
134,74,hate
135,133,like
135,134,normal
135,157,hate
135,28,hate
136,43,like
136,59,hate
136,76,hate
136,85,like
137,88,hate
137,95,like
137,105,normal
137,115,like
138,127,like
138,143,hate
138,161,normal
138,5,like
139,15,like
139,58,like
139,105,like
139,112,like
140,121,like
140,127,hate
140,134,hate
140,138,normal
141,142,normal
141,154,hate
141,158,like
141,18,like
142,28,hate
142,34,hate
142,69,hate
142,80,normal
143,91,like
143,93,like
143,96,hate
143,107,normal
144,132,like
144,144,like
144,7,normal
144,9,normal
145,14,normal
145,26,hate
145,27,hate
145,29,hate
146,34,hate
146,52,like
146,85,like
146,91,like
147,105,like
147,14,normal
147,17,hate
147,24,hate
148,34,normal
148,63,normal
148,65,hate
148,67,hate
149,88,like
149,102,like
149,105,like
149,136,hate
150,140,normal
150,13,hate
150,21,normal
150,23,hate
151,47,like
151,77,hate
151,97,hate
151,131,hate
152,135,like
152,150,normal
152,164,like
152,18,like
153,20,hate
153,29,normal
153,53,hate
153,62,normal
154,68,like
154,103,like
154,130,hate
154,142,normal
155,154,like
155,21,like
155,23,like
155,35,normal
156,75,like
156,89,like
156,104,hate
156,144,normal
157,146,hate
157,148,normal
157,159,hate
157,6,like
158,25,like
158,26,like
158,36,hate
158,83,like
159,95,hate
159,100,like
159,121,like
159,129,hate
160,141,hate
160,144,like
160,151,like
160,71,normal
161,78,normal
161,95,hate
161,107,hate
161,109,like
162,118,like
162,128,hate
162,148,hate
162,150,like
163,158,normal
163,161,hate
163,21,like
163,22,normal
164,54,like
164,59,normal
164,65,hate
164,66,normal
164,111,like
164,135,like
164,145,like
164,164,like
166,8,like
166,27,like
166,29,hate
166,32,like
167,35,hate
167,77,hate
167,110,like
167,127,like
168,130,normal
168,164,hate
168,5,like
168,20,like
169,26,normal
169,42,normal
169,62,like
169,64,hate
170,99,normal
170,123,like
170,154,hate
170,48,like
171,80,normal
171,84,hate
171,103,hate
171,110,like
172,118,like
172,119,like
172,158,hate
172,163,like
173,7,hate
173,15,hate
173,25,normal
173,30,normal
174,55,like
174,71,hate
174,96,hate
174,122,like
175,124,hate
175,155,hate
175,13,like
175,37,like
176,47,like
176,52,hate
176,72,like
176,74,like
177,90,normal
177,95,normal
177,141,hate
177,145,hate
178,155,like
178,158,hate
178,8,hate
178,10,like
179,11,hate
179,18,normal
179,41,like
179,75,like
180,77,normal
180,80,normal
180,103,hate
180,144,like
181,15,hate
181,20,like
181,25,hate
181,33,like
182,34,like
182,106,like
182,109,hate
182,135,normal
183,136,like
183,149,like
183,156,hate
183,26,hate
184,46,hate
184,49,hate
184,52,normal
184,59,normal
185,66,like
185,86,normal
185,111,like
185,125,like
186,163,like
186,7,hate
186,13,hate
186,18,like
187,35,hate
187,57,like
187,70,like
187,83,like
188,114,hate
188,157,like
188,163,hate
188,14,like
189,49,hate
189,58,like
189,59,like
189,68,like
190,80,hate
190,98,hate
190,116,like
190,144,normal
191,3,hate
191,22,like
191,32,hate
191,47,like
192,73,hate
192,76,hate
192,82,hate
192,86,hate
193,126,hate
193,163,normal
193,17,like
193,22,hate
194,28,hate
194,38,hate
194,41,hate
194,66,like
195,83,like
195,113,hate
195,121,hate
195,154,hate
196,11,like
196,33,like
196,37,hate
196,51,hate
197,52,hate
197,57,normal
197,97,hate
197,109,like
198,119,hate
198,147,hate
198,2,hate
198,9,hate
199,28,like
199,45,like
199,91,like
199,112,like
200,116,like
200,125,like
200,146,hate
200,160,like
201,22,like
201,31,like
201,60,normal
201,82,normal
202,84,like
202,92,hate
202,94,hate
202,108,hate
203,156,hate
203,160,like
203,163,like
203,6,hate
204,11,hate
204,14,hate
204,38,hate
204,42,like
205,43,hate
205,91,normal
205,122,hate
205,127,normal
206,132,hate
206,154,hate
206,161,like
206,11,like
207,26,like
207,45,like
207,83,hate
207,92,normal
208,122,like
208,135,like
208,146,hate
208,149,like
209,151,hate
209,22,normal
209,38,hate
209,52,like
210,60,hate
210,78,hate
210,95,like
210,96,normal
211,107,like
211,119,hate
211,126,hate
211,2,like
212,3,hate
212,26,hate
212,79,like
212,89,hate
213,96,like
213,132,normal
213,134,hate
213,146,like
214,148,like
214,36,normal
214,78,like
214,80,normal
215,81,hate
215,88,like
215,108,like
215,151,like
216,153,normal
216,160,hate
216,2,hate
216,21,like
217,30,normal
217,37,hate
217,38,like
217,75,like
218,86,normal
218,106,hate
218,107,like
218,5,hate
219,11,like
219,23,hate
219,33,like
219,89,normal
220,116,like
220,118,hate
220,122,normal
220,131,like
221,137,hate
221,8,normal
221,49,hate
221,52,normal
222,62,hate
222,65,like
222,82,normal
222,101,normal
223,144,hate
223,147,like
223,159,like
223,17,hate
224,19,hate
224,27,like
224,38,like
224,50,hate
225,52,like
225,53,like
225,60,hate
225,71,normal
226,95,hate
226,117,like
226,163,hate
226,6,hate
227,12,normal
227,29,like
227,44,normal
227,48,normal
228,82,hate
228,83,like
228,95,like
228,106,normal
229,156,like
229,17,like
229,44,normal
229,56,hate
230,60,hate
230,63,like
230,64,normal
230,95,like
231,99,hate
231,123,hate
231,126,hate
231,3,like
232,4,like
232,32,like
232,55,like
232,76,hate
233,88,like
233,100,normal
233,135,hate
233,152,like
234,164,like
234,3,hate
234,12,like
234,14,like
235,26,like
235,40,like
235,68,like
235,89,normal
236,135,hate
236,138,hate
236,20,like
236,34,normal
237,47,like
237,63,like
237,70,hate
237,75,normal
238,78,normal
238,95,normal
238,117,hate
238,121,like
239,132,hate
239,11,like
239,44,hate
239,45,normal
240,52,like
240,88,like
240,144,hate
240,145,like
241,151,hate
241,155,hate
241,9,normal
241,10,hate
242,11,hate
242,31,hate
242,59,like
242,66,like
243,68,normal
243,74,hate
243,98,like
243,111,like
244,113,normal
244,116,like
244,38,hate
244,76,normal
245,83,like
245,89,like
245,98,hate
245,99,like
246,108,normal
246,120,like
246,134,like
246,156,hate
247,11,like
247,23,hate
247,29,like
247,47,normal
248,62,hate
248,81,hate
248,101,hate
248,103,hate
249,134,hate
249,162,like
249,31,like
249,59,hate
250,61,hate
250,66,normal
250,71,hate
250,86,like
251,131,hate
251,144,like
251,146,normal
251,8,like
252,18,hate
252,28,hate
252,53,like
252,57,hate
253,84,normal
253,91,hate
253,97,hate
253,101,hate
254,115,hate
254,15,hate
254,42,like
254,62,like
255,80,normal
255,93,hate
255,135,normal
255,138,hate
256,154,hate
256,159,hate
256,160,normal
256,32,like
257,55,like
257,58,like
257,64,normal
257,90,hate
258,114,like
258,139,normal
258,145,hate
258,148,like
259,163,like
259,11,like
259,18,normal
259,31,like
260,38,normal
260,39,like
260,57,like
260,74,like
261,81,like
261,92,like
261,140,hate
261,149,like
262,18,like
262,27,like
262,30,hate
262,51,like
263,74,like
263,93,like
263,102,like
263,116,like
264,133,hate
264,148,like
264,150,like
264,152,like
265,27,like
265,32,like
265,85,like
265,96,like
266,97,hate
266,98,normal
266,99,like
266,16,hate
267,35,hate
267,52,like
267,64,hate
267,84,hate
268,98,hate
268,121,hate
268,144,hate
268,145,normal
269,155,like
269,7,like
269,18,hate
269,19,like
270,21,hate
270,30,normal
270,51,hate
270,57,hate
271,60,hate
271,89,hate
271,164,like
271,19,normal
272,47,hate
272,92,hate
272,109,hate
272,122,hate
273,127,hate
273,135,like
273,144,normal
273,148,like
274,160,hate
274,11,hate
274,13,normal
274,23,hate
275,34,hate
275,57,normal
275,67,hate
275,125,like
276,138,normal
276,150,normal
276,151,hate
276,28,hate
277,35,hate
277,39,like
277,43,like
277,90,like
278,110,normal
278,117,like
278,142,hate
278,162,hate
279,163,hate
279,8,hate
279,9,hate
279,11,hate
280,35,hate
280,42,hate
280,49,hate
280,111,normal
281,120,hate
281,126,normal
281,136,hate
281,153,hate
282,6,hate
282,51,like
282,65,like
282,79,hate
283,99,hate
283,122,normal
283,128,normal
283,131,like
284,138,like
284,143,hate
284,150,like
284,159,like
285,6,normal
285,42,hate
285,58,hate
285,62,hate
286,100,hate
286,108,like
286,123,like
286,127,normal
287,130,hate
287,144,like
287,57,hate
287,68,like
288,99,hate
288,106,like
288,108,like
288,123,hate
289,131,like
289,153,hate
289,162,hate
289,5,normal
290,8,hate
290,24,normal
290,51,like
290,64,like
291,65,hate
291,66,like
291,67,hate
291,77,like
292,81,like
292,94,like
292,123,like
292,9,hate
293,17,hate
293,46,hate
293,60,hate
293,75,like
294,108,normal
294,109,like
294,141,hate
294,143,like
295,146,like
295,149,like
295,10,like
295,21,like
296,33,normal
296,62,hate
296,66,hate
296,75,like
297,100,hate
297,129,hate
297,144,normal
297,150,like
298,164,hate
298,6,hate
298,43,hate
298,54,hate
299,55,normal
299,64,hate
299,67,like
299,69,like
300,83,like
300,109,hate
300,10,normal
300,11,normal
301,26,hate
301,31,normal
301,42,like
301,68,like
302,94,like
302,137,normal
302,147,like
302,151,hate
303,159,normal
303,161,like
303,45,hate
303,63,hate
304,67,hate
304,73,normal
304,96,hate
304,97,hate
305,109,hate
305,134,like
305,155,normal
305,157,hate
306,2,like
306,16,like
306,56,hate
306,57,normal
307,61,like
307,80,normal
307,114,normal
307,116,normal
308,129,hate
308,8,like
308,16,like
308,25,normal
309,30,normal
309,35,normal
309,43,hate
309,71,like
310,97,hate
310,139,like
310,11,like
310,23,hate
311,28,hate
311,41,normal
311,63,like
311,67,like
312,98,normal
312,102,normal
312,133,like
312,150,hate
313,15,hate
313,45,like
313,69,normal
313,76,normal
314,86,like
314,123,normal
314,124,like
314,126,like
315,147,like
315,148,like
315,156,like
315,163,hate
316,4,hate
316,22,like
316,23,hate
316,24,like
317,39,like
317,75,like
317,89,like
317,99,hate
318,124,like
318,131,hate
318,132,hate
318,156,like
319,19,normal
319,24,hate
319,58,hate
319,59,hate
320,70,hate
320,75,like
320,83,normal
320,84,hate
321,94,like
321,152,normal
321,25,normal
321,35,like
322,46,normal
322,54,like
322,62,like
322,99,hate
323,106,normal
323,108,normal
323,158,hate
323,16,normal
324,36,hate
324,54,hate
324,64,like
324,68,like
325,69,like
325,90,hate
325,113,like
325,132,like
326,143,normal
326,4,hate
326,15,like
326,36,normal
327,37,hate
327,64,like
327,81,hate
327,89,hate
328,94,normal
328,112,normal
328,118,hate
328,149,normal
329,17,like
329,44,like
329,100,hate
329,105,normal
330,108,hate
330,109,like
330,110,normal
330,113,hate
331,130,hate
331,147,like
331,27,like
331,35,normal
332,69,hate
332,76,like
332,108,hate
332,125,like
333,127,normal
333,139,like
333,149,hate
333,164,like
334,2,hate
334,14,like
334,29,normal
334,44,hate
335,63,like
335,69,hate
335,110,hate
335,113,hate
336,120,hate
336,127,normal
336,138,hate
336,20,like
337,47,normal
337,81,like
337,102,like
337,105,like
338,112,hate
338,150,hate
338,154,hate
338,161,hate
339,6,normal
339,28,like
339,33,hate
339,35,like
340,66,hate
340,72,normal
340,77,hate
340,94,normal
341,108,like
341,150,hate
341,2,normal
341,23,hate
342,28,normal
342,45,normal
342,84,like
342,86,normal
343,97,like
343,137,hate
343,142,like
343,158,hate
344,6,hate
344,40,like
344,46,like
344,53,normal
345,58,normal
345,65,normal
345,66,hate
345,67,normal
346,115,hate
346,143,like
346,152,hate
346,162,like
347,46,normal
347,54,hate
347,60,hate
347,84,hate
348,109,like
348,115,normal
348,128,hate
348,140,like
349,146,like
349,149,like
349,159,like
349,160,normal
350,1,normal
350,5,like
350,19,hate
350,27,normal
351,31,hate
351,55,normal
351,82,like
351,119,like
352,158,normal
352,161,hate
352,5,hate
352,8,like
353,26,hate
353,29,hate
353,40,hate
353,75,like
354,100,hate
354,122,hate
354,147,hate
354,157,hate
355,19,like
355,23,hate
355,84,hate
355,111,normal
356,113,like
356,127,like
356,135,like
356,148,like
357,163,like
357,6,like
357,29,like
357,45,like
358,62,normal
358,72,like
358,88,hate
358,133,hate
359,135,like
359,151,normal
359,159,normal
359,160,like
360,161,like
360,10,like
360,17,normal
360,29,like
361,51,normal
361,73,normal
361,85,normal
361,119,like
362,135,hate
362,148,like
362,163,hate
362,7,hate
363,10,normal
363,15,like
363,33,hate
363,57,normal
364,98,like
364,106,hate
364,132,like
364,151,like
365,158,like
365,163,like
365,164,normal
365,38,like
366,48,normal
366,50,hate
366,56,normal
366,63,normal
367,68,normal
367,71,hate
367,78,like
367,159,hate
368,163,hate
368,18,like
368,23,like
368,26,hate
369,56,hate
369,63,hate
369,67,hate
369,68,normal
370,72,hate
370,142,like
370,147,normal
370,25,hate
371,65,like
371,71,hate
371,80,normal
371,81,like
372,89,like
372,93,like
372,94,like
372,99,like
373,115,like
373,122,hate
373,156,like
373,2,hate
374,6,normal
374,13,like
374,40,like
374,44,normal
375,52,hate
375,86,hate
375,98,like
375,101,hate
376,129,normal
376,132,hate
376,13,hate
376,28,normal
377,35,like
377,40,hate
377,42,like
377,44,like
378,62,like
378,96,like
378,123,hate
378,127,normal
379,2,like
379,23,like
379,42,hate
379,53,hate
380,57,like
380,58,normal
380,67,like
380,77,normal
381,82,normal
381,31,normal
381,36,normal
381,47,normal
382,49,like
382,54,hate
382,87,hate
382,88,like
383,99,like
383,105,hate
383,157,hate
383,20,normal
384,29,hate
384,56,like
384,74,hate
384,78,hate
385,125,like
385,128,normal
385,130,like
385,133,hate
386,8,normal
386,11,like
386,20,hate
386,21,hate
387,55,like
387,62,hate
387,79,hate
387,100,hate
388,121,hate
388,9,like
388,12,like
388,32,normal
389,49,like
389,59,normal
389,63,hate
389,74,hate
390,133,like
390,134,normal
390,157,hate
390,28,hate
391,43,like
391,59,hate
391,76,hate
391,85,like
392,88,hate
392,95,like
392,105,normal
392,115,like
393,127,like
393,143,hate
393,161,normal
393,5,like
394,15,like
394,58,like
394,105,like
394,112,like
395,121,like
395,127,hate
395,134,hate
395,138,normal
396,142,normal
396,154,hate
396,158,like
396,18,like
397,28,hate
397,34,hate
397,69,hate
397,80,normal
398,91,like
398,93,like
398,96,hate
398,107,normal
399,132,like
399,144,like
399,7,normal
399,9,normal
400,14,normal
400,26,hate
400,27,hate
400,29,hate
401,34,hate
401,52,like
401,85,like
401,91,like
402,105,like
402,14,normal
402,17,hate
402,24,hate
403,34,normal
403,63,normal
403,65,hate
403,67,hate
404,88,like
404,102,like
404,105,like
404,136,hate
405,140,normal
405,13,hate
405,21,normal
405,23,hate
406,47,like
406,77,hate
406,97,hate
406,131,hate
407,135,like
407,150,normal
407,164,like
407,18,like
408,20,hate
408,29,normal
408,53,hate
408,62,normal
409,68,like
409,103,like
409,130,hate
409,142,normal
410,154,like
410,21,like
410,23,like
410,35,normal
411,75,like
411,89,like
411,104,hate
411,144,normal
412,146,hate
412,148,normal
412,159,hate
412,6,like
413,25,like
413,26,like
413,36,hate
413,83,like
414,95,hate
414,100,like
414,121,like
414,129,hate
415,141,hate
415,144,like
415,151,like
415,71,normal
416,78,normal
416,95,hate
416,107,hate
416,109,like
417,118,like
417,128,hate
417,148,hate
417,150,like
418,158,normal
418,161,hate
418,21,like
418,22,normal
419,54,like
419,59,normal
419,65,hate
419,66,normal
420,111,like
420,135,like
420,145,like
420,164,like
421,8,like
421,27,like
421,29,hate
421,32,like
422,35,hate
422,77,hate
422,110,like
422,127,like
423,130,normal
423,164,hate
423,5,like
423,20,like
424,26,normal
424,42,normal
424,62,like
424,64,hate
425,99,normal
425,123,like
425,154,hate
425,48,like
426,80,normal
426,84,hate
426,103,hate
426,110,like
427,118,like
427,119,like
427,158,hate
427,163,like
428,7,hate
428,15,hate
428,25,normal
428,30,normal
429,55,like
429,71,hate
429,96,hate
429,122,like
430,124,hate
430,155,hate
430,13,like
430,37,like
431,47,like
431,52,hate
431,72,like
431,74,like
432,90,normal
432,95,normal
432,141,hate
432,145,hate
433,155,like
433,158,hate
433,8,hate
433,10,like
434,11,hate
434,18,normal
434,41,like
434,75,like
435,77,normal
435,80,normal
435,103,hate
435,144,like
436,15,hate
436,20,like
436,25,hate
436,33,like
437,34,like
437,106,like
437,109,hate
437,135,normal
438,136,like
438,149,like
438,156,hate
438,26,hate
439,46,hate
439,49,hate
439,52,normal
439,59,normal
440,66,like
440,86,normal
440,111,like
440,125,like
441,163,like
441,7,hate
441,13,hate
441,18,like
442,35,hate
442,57,like
442,70,like
442,83,like
443,114,hate
443,157,like
443,163,hate
443,14,like
444,49,hate
444,58,like
444,59,like
444,68,like
445,80,hate
445,98,hate
445,116,like
445,144,normal
446,3,hate
446,22,like
446,32,hate
446,47,like
447,73,hate
447,76,hate
447,82,hate
447,86,hate
448,126,hate
448,163,normal
448,17,like
448,22,hate
449,28,hate
449,38,hate
449,41,hate
449,66,like
450,83,like
450,113,hate
450,121,hate
450,154,hate
451,11,like
451,33,like
451,37,hate
451,51,hate
452,52,hate
452,57,normal
452,97,hate
452,109,like
453,119,hate
453,147,hate
453,2,hate
453,9,hate
454,28,like
454,45,like
454,91,like
454,112,like
455,116,like
455,125,like
455,146,hate
455,160,like
456,22,like
456,31,like
456,60,normal
456,82,normal
457,84,like
457,92,hate
457,94,hate
457,108,hate
458,156,hate
458,160,like
458,163,like
458,6,hate
459,11,hate
459,14,hate
459,38,hate
459,42,like
460,43,hate
460,91,normal
460,122,hate
460,127,normal
461,132,hate
461,154,hate
461,161,like
461,11,like
462,26,like
462,45,like
462,83,hate
462,92,normal
463,122,like
463,135,like
463,146,hate
463,149,like
464,151,hate
464,22,normal
464,38,hate
464,52,like
465,60,hate
465,78,hate
465,95,like
465,96,normal
466,107,like
466,119,hate
466,126,hate
466,2,like
467,3,hate
467,26,hate
467,79,like
467,89,hate
468,96,like
468,132,normal
468,134,hate
468,146,like
469,148,like
469,36,normal
469,78,like
469,80,normal
470,81,hate
470,88,like
470,108,like
470,151,like
471,153,normal
471,160,hate
471,2,hate
471,21,like
472,30,normal
472,37,hate
472,38,like
472,75,like
473,86,normal
473,106,hate
473,107,like
473,5,hate
474,11,like
474,23,hate
474,33,like
474,89,normal
475,116,like
475,118,hate
475,122,normal
475,131,like
476,137,hate
476,8,normal
476,49,hate
476,52,normal
477,62,hate
477,65,like
477,82,normal
477,101,normal
478,144,hate
478,147,like
478,159,like
478,17,hate
479,19,hate
479,27,like
479,38,like
479,50,hate
480,52,like
480,53,like
480,60,hate
480,71,normal
481,95,hate
481,117,like
481,163,hate
481,6,hate
482,12,normal
482,29,like
482,44,normal
482,48,normal
483,82,hate
483,83,like
483,95,like
483,106,normal
484,156,like
484,17,like
484,44,normal
484,56,hate
485,60,hate
485,63,like
485,64,normal
485,95,like
486,99,hate
486,123,hate
486,126,hate
486,3,like
487,4,like
487,32,like
487,55,like
487,76,hate
488,88,like
488,100,normal
488,135,hate
488,152,like
489,164,like
489,3,hate
489,12,like
489,14,like
490,26,like
490,40,like
490,68,like
490,89,normal
491,135,hate
491,138,hate
491,20,like
491,34,normal
492,47,like
492,63,like
492,70,hate
492,75,normal
493,78,normal
493,95,normal
493,117,hate
493,121,like
494,132,hate
494,11,like
494,44,hate
494,45,normal
495,52,like
495,88,like
495,144,hate
495,145,like
496,151,hate
496,155,hate
496,9,normal
496,10,hate
497,11,hate
497,31,hate
497,59,like
497,66,like
498,68,normal
498,74,hate
498,98,like
498,111,like
499,113,normal
499,116,like
499,38,hate
499,76,normal
500,83,like
500,89,like
500,98,hate
500,99,like
501,108,normal
501,120,like
501,134,like
501,156,hate
502,11,like
502,23,hate
502,29,like
502,47,normal
503,62,hate
503,81,hate
503,101,hate
503,103,hate
504,134,hate
504,162,like
504,31,like
504,59,hate
505,61,hate
505,66,normal
505,71,hate
505,86,like
506,131,hate
506,144,like
506,146,normal
506,8,like
507,18,hate
507,28,hate
507,53,like
507,57,hate
508,84,normal
508,91,hate
508,97,hate
508,101,hate
509,115,hate
509,15,hate
509,42,like
509,62,like
510,80,normal
510,93,hate
510,135,normal
510,138,hate
511,154,hate
511,159,hate
511,160,normal
511,32,like
512,55,like
512,58,like
512,64,normal
512,90,hate
513,114,like
513,139,normal
513,145,hate
513,148,like
514,163,like
514,11,like
514,18,normal
514,31,like
515,38,normal
515,39,like
515,57,like
515,74,like
516,81,like
516,92,like
516,140,hate
516,149,like
517,18,like
517,27,like
517,30,hate
517,51,like
518,74,like
518,93,like
518,102,like
518,116,like
519,133,hate
519,148,like
519,150,like
519,152,like
520,27,like
520,32,like
520,85,like
520,96,like
521,97,hate
521,98,normal
521,99,like
521,16,hate
522,35,hate
522,52,like
522,64,hate
522,84,hate
523,98,hate
523,121,hate
523,144,hate
523,145,normal
524,155,like
524,7,like
524,18,hate
524,19,like
525,21,hate
525,30,normal
525,51,hate
525,57,hate
526,60,hate
526,89,hate
526,164,like
526,19,normal
527,47,hate
527,92,hate
527,109,hate
527,122,hate
528,127,hate
528,135,like
528,144,normal
528,148,like
529,160,hate
529,11,hate
529,13,normal
529,23,hate
530,34,hate
530,57,normal
530,67,hate
530,125,like
531,138,normal
531,150,normal
